date,location,location_name,population,value,season,season_week,epiyear,epiweek,weekly_rate
2022-04-02,35,New Mexico,2114371,39.0,2021/2022,25,2022,13,1.83076587978158
2022-04-09,35,New Mexico,2114371,43.0,2021/2022,26,2022,14,2.01853673924636
2022-04-16,35,New Mexico,2114371,28.0,2021/2022,27,2022,15,1.31439601625345
2022-04-23,35,New Mexico,2114371,41.0,2021/2022,28,2022,16,1.92465130951397
2022-04-30,35,New Mexico,2114371,51.0,2021/2022,29,2022,17,2.39407845817592
2022-05-07,35,New Mexico,2114371,70.0,2021/2022,30,2022,18,3.28599004063361
2022-05-14,35,New Mexico,2114371,37.0,2021/2022,31,2022,19,1.7368804500492
2022-05-21,35,New Mexico,2114371,61.0,2021/2022,32,2022,20,2.86350560683786
2021-10-09,36,New York,19571216,11.0,2021/2022,0,2021,40,0.0553675073668985
2021-10-16,36,New York,19571216,7.0,2021/2022,1,2021,41,0.03523386832439
2021-10-23,36,New York,19571216,10.0,2021/2022,2,2021,42,0.0503340976062714
2021-10-30,36,New York,19571216,13.0,2021/2022,3,2021,43,0.0654343268881528
2021-11-06,36,New York,19571216,17.0,2021/2022,4,2021,44,0.0855679659306614
2021-11-13,36,New York,19571216,16.0,2021/2022,5,2021,45,0.0805345561700342
2021-11-20,36,New York,19571216,23.0,2021/2022,6,2021,46,0.115768424494424
2021-11-27,36,New York,19571216,24.0,2021/2022,7,2021,47,0.120801834255051
2021-12-04,36,New York,19571216,41.0,2021/2022,8,2021,48,0.206369800185713
2021-12-11,36,New York,19571216,79.0,2021/2022,9,2021,49,0.397639371089544
2021-12-18,36,New York,19571216,82.0,2021/2022,10,2021,50,0.412739600371425
2021-12-25,36,New York,19571216,61.0,2021/2022,11,2021,51,0.307037995398255
2022-01-01,36,New York,19571216,69.0,2021/2022,12,2021,52,0.347305273483273
2022-01-08,36,New York,19571216,29.0,2021/2022,13,2022,1,0.145968883058187
2022-01-15,36,New York,19571216,42.0,2021/2022,14,2022,2,0.21140320994634
2022-01-22,36,New York,19571216,27.0,2021/2022,15,2022,3,0.135902063536933
2022-01-29,36,New York,19571216,18.0,2021/2022,16,2022,4,0.0906013756912885
2022-02-05,36,New York,19571216,15.0,2021/2022,17,2022,5,0.0755011464094071
2022-02-12,36,New York,19571216,23.0,2021/2022,18,2022,6,0.115768424494424
2022-02-19,36,New York,19571216,39.0,2021/2022,19,2022,7,0.196302980664458
2022-02-26,36,New York,19571216,29.0,2021/2022,20,2022,8,0.145968883058187
2022-03-05,36,New York,19571216,57.0,2021/2022,21,2022,9,0.286904356355747
2022-03-12,36,New York,19571216,51.0,2021/2022,22,2022,10,0.256703897791984
2022-03-19,36,New York,19571216,84.0,2021/2022,23,2022,11,0.42280641989268
2022-03-26,36,New York,19571216,85.0,2021/2022,24,2022,12,0.427839829653307
2022-04-02,36,New York,19571216,163.0,2021/2022,25,2022,13,0.820445790982224
2022-04-09,36,New York,19571216,195.0,2021/2022,26,2022,14,0.981514903322292
2022-04-16,36,New York,19571216,226.0,2021/2022,27,2022,15,1.13755060590173
2022-04-23,36,New York,19571216,275.0,2021/2022,28,2022,16,1.38418768417246
2022-04-30,36,New York,19571216,271.0,2021/2022,29,2022,17,1.36405404512995
2022-05-07,36,New York,19571216,231.0,2021/2022,30,2022,18,1.16271765470487
2022-05-14,36,New York,19571216,188.0,2021/2022,31,2022,19,0.946281034997902
2022-05-21,36,New York,19571216,182.0,2021/2022,32,2022,20,0.916080576434139
2021-10-09,37,North Carolina,10835491,8.0,2021/2022,0,2021,40,0.0724242496666674
2021-10-16,37,North Carolina,10835491,25.0,2021/2022,1,2021,41,0.226325780208336
2021-10-23,37,North Carolina,10835491,34.0,2021/2022,2,2021,42,0.307803061083336
2021-10-30,37,North Carolina,10835491,38.0,2021/2022,3,2021,43,0.34401518591667
2021-11-06,37,North Carolina,10835491,51.0,2021/2022,4,2021,44,0.461704591625005
2021-11-13,37,North Carolina,10835491,3.0,2021/2022,5,2021,45,0.0271590936250003
2021-11-20,37,North Carolina,10835491,3.0,2021/2022,6,2021,46,0.0271590936250003
2021-11-27,37,North Carolina,10835491,18.0,2021/2022,7,2021,47,0.162954561750002
2021-12-04,37,North Carolina,10835491,19.0,2021/2022,8,2021,48,0.172007592958335
2021-12-11,37,North Carolina,10835491,36.0,2021/2022,9,2021,49,0.325909123500003
2021-12-18,37,North Carolina,10835491,41.0,2021/2022,10,2021,50,0.37117427954167
2021-12-25,37,North Carolina,10835491,92.0,2021/2022,11,2021,51,0.832878871166675
2022-01-01,37,North Carolina,10835491,162.0,2021/2022,12,2021,52,1.46659105575001
2022-01-08,37,North Carolina,10835491,180.0,2021/2022,13,2022,1,1.62954561750002
2022-01-15,37,North Carolina,10835491,128.0,2021/2022,14,2022,2,1.15878799466668
2022-01-22,37,North Carolina,10835491,47.0,2021/2022,15,2022,3,0.425492466791671
2022-01-29,37,North Carolina,10835491,25.0,2021/2022,16,2022,4,0.226325780208336
2022-02-05,37,North Carolina,10835491,48.0,2021/2022,17,2022,5,0.434545498000004
2022-02-12,37,North Carolina,10835491,25.0,2021/2022,18,2022,6,0.226325780208336
2022-02-19,37,North Carolina,10835491,34.0,2021/2022,19,2022,7,0.307803061083336
2022-02-26,37,North Carolina,10835491,33.0,2021/2022,20,2022,8,0.298750029875003
2022-03-05,37,North Carolina,10835491,44.0,2021/2022,21,2022,9,0.398333373166671
2022-03-12,37,North Carolina,10835491,55.0,2021/2022,22,2022,10,0.497916716458338
2022-03-19,37,North Carolina,10835491,14.0,2021/2022,23,2022,11,0.126742436916668
2022-03-26,37,North Carolina,10835491,23.0,2021/2022,24,2022,12,0.208219717791669
2022-04-02,37,North Carolina,10835491,28.0,2021/2022,25,2022,13,0.253484873833336
2022-04-09,37,North Carolina,10835491,35.0,2021/2022,26,2022,14,0.31685609229167
2022-04-16,37,North Carolina,10835491,57.0,2021/2022,27,2022,15,0.516022778875005
2022-04-23,37,North Carolina,10835491,45.0,2021/2022,28,2022,16,0.407386404375004
2022-04-30,37,North Carolina,10835491,63.0,2021/2022,29,2022,17,0.570340966125006
2022-05-07,37,North Carolina,10835491,51.0,2021/2022,30,2022,18,0.461704591625005
2022-05-14,37,North Carolina,10835491,37.0,2021/2022,31,2022,19,0.334962154708337
2022-05-21,37,North Carolina,10835491,45.0,2021/2022,32,2022,20,0.407386404375004
2021-10-09,38,North Dakota,783926,2.0,2021/2022,0,2021,40,0.25107712084844
2021-10-16,38,North Dakota,783926,2.0,2021/2022,1,2021,41,0.25107712084844
2021-10-23,38,North Dakota,783926,0.0,2021/2022,2,2021,42,0.0
2021-10-30,38,North Dakota,783926,4.0,2021/2022,3,2021,43,0.50215424169688
2021-11-06,38,North Dakota,783926,1.0,2021/2022,4,2021,44,0.12553856042422
2021-11-13,38,North Dakota,783926,3.0,2021/2022,5,2021,45,0.37661568127266
2021-11-20,38,North Dakota,783926,1.0,2021/2022,6,2021,46,0.12553856042422
2021-11-27,38,North Dakota,783926,3.0,2021/2022,7,2021,47,0.37661568127266
2021-12-04,38,North Dakota,783926,9.0,2021/2022,8,2021,48,1.12984704381798
2021-12-11,38,North Dakota,783926,5.0,2021/2022,9,2021,49,0.6276928021211
2021-12-18,38,North Dakota,783926,6.0,2021/2022,10,2021,50,0.753231362545319
2021-12-25,38,North Dakota,783926,14.0,2021/2022,11,2021,51,1.75753984593908
2022-01-01,38,North Dakota,783926,51.0,2021/2022,12,2021,52,6.40246658163522
2022-01-08,38,North Dakota,783926,54.0,2021/2022,13,2022,1,6.77908226290787
2022-01-15,38,North Dakota,783926,40.0,2021/2022,14,2022,2,5.0215424169688
2022-01-22,38,North Dakota,783926,29.0,2021/2022,15,2022,3,3.64061825230238
2022-01-29,38,North Dakota,783926,19.0,2021/2022,16,2022,4,2.38523264806018
2022-02-05,38,North Dakota,783926,18.0,2021/2022,17,2022,5,2.25969408763596
2022-02-12,38,North Dakota,783926,7.0,2021/2022,18,2022,6,0.878769922969539
2022-02-19,38,North Dakota,783926,8.0,2021/2022,19,2022,7,1.00430848339376
2022-02-26,38,North Dakota,783926,0.0,2021/2022,20,2022,8,0.0
2022-03-05,38,North Dakota,783926,3.0,2021/2022,21,2022,9,0.37661568127266
2022-03-12,38,North Dakota,783926,7.0,2021/2022,22,2022,10,0.878769922969539
2022-03-19,38,North Dakota,783926,5.0,2021/2022,23,2022,11,0.6276928021211
2022-03-26,38,North Dakota,783926,9.0,2021/2022,24,2022,12,1.12984704381798
2022-04-02,38,North Dakota,783926,4.0,2021/2022,25,2022,13,0.50215424169688
2022-04-09,38,North Dakota,783926,4.0,2021/2022,26,2022,14,0.50215424169688
2022-04-16,38,North Dakota,783926,7.0,2021/2022,27,2022,15,0.878769922969539
2022-04-23,38,North Dakota,783926,7.0,2021/2022,28,2022,16,0.878769922969539
2022-04-30,38,North Dakota,783926,3.0,2021/2022,29,2022,17,0.37661568127266
2022-05-07,38,North Dakota,783926,1.0,2021/2022,30,2022,18,0.12553856042422
2022-05-14,38,North Dakota,783926,1.0,2021/2022,31,2022,19,0.12553856042422
2022-05-21,38,North Dakota,783926,1.0,2021/2022,32,2022,20,0.12553856042422
2021-10-09,39,Ohio,11785935,8.0,2021/2022,0,2021,40,0.0673213442995315
2021-10-16,39,Ohio,11785935,4.0,2021/2022,1,2021,41,0.0336606721497658
2021-10-23,39,Ohio,11785935,12.0,2021/2022,2,2021,42,0.100982016449297
2021-10-30,39,Ohio,11785935,9.0,2021/2022,3,2021,43,0.075736512336973
2021-11-06,39,Ohio,11785935,12.0,2021/2022,4,2021,44,0.100982016449297
2021-11-13,39,Ohio,11785935,8.0,2021/2022,5,2021,45,0.0673213442995315
2021-11-20,39,Ohio,11785935,9.0,2021/2022,6,2021,46,0.075736512336973
2021-11-27,39,Ohio,11785935,14.0,2021/2022,7,2021,47,0.11781235252418
2021-12-04,39,Ohio,11785935,37.0,2021/2022,8,2021,48,0.311361217385333
2021-12-11,39,Ohio,11785935,40.0,2021/2022,9,2021,49,0.336606721497658
2021-12-18,39,Ohio,11785935,65.0,2021/2022,10,2021,50,0.546985922433693
2021-12-25,39,Ohio,11785935,89.0,2021/2022,11,2021,51,0.748949955332288
2022-01-01,39,Ohio,11785935,163.0,2021/2022,12,2021,52,1.37167239010295
2022-01-08,39,Ohio,11785935,96.0,2021/2022,13,2022,1,0.807856131594378
2022-01-15,39,Ohio,11785935,65.0,2021/2022,14,2022,2,0.546985922433693
2022-01-22,39,Ohio,11785935,31.0,2021/2022,15,2022,3,0.260870209160685
2022-01-29,39,Ohio,11785935,32.0,2021/2022,16,2022,4,0.269285377198126
2022-02-05,39,Ohio,11785935,20.0,2021/2022,17,2022,5,0.168303360748829
2022-02-12,39,Ohio,11785935,26.0,2021/2022,18,2022,6,0.218794368973477
2022-02-19,39,Ohio,11785935,33.0,2021/2022,19,2022,7,0.277700545235567
2022-02-26,39,Ohio,11785935,32.0,2021/2022,20,2022,8,0.269285377198126
2022-03-05,39,Ohio,11785935,53.0,2021/2022,21,2022,9,0.446003905984396
2022-03-12,39,Ohio,11785935,75.0,2021/2022,22,2022,10,0.631137602808108
2022-03-19,39,Ohio,11785935,94.0,2021/2022,23,2022,11,0.791025795519495
2022-03-26,39,Ohio,11785935,104.0,2021/2022,24,2022,12,0.87517747589391
2022-04-02,39,Ohio,11785935,97.0,2021/2022,25,2022,13,0.81627129963182
2022-04-09,39,Ohio,11785935,127.0,2021/2022,26,2022,14,1.06872634075506
2022-04-16,39,Ohio,11785935,133.0,2021/2022,27,2022,15,1.11921734897971
2022-04-23,39,Ohio,11785935,115.0,2021/2022,28,2022,16,0.967744324305766
2022-04-30,39,Ohio,11785935,104.0,2021/2022,29,2022,17,0.87517747589391
2022-05-07,39,Ohio,11785935,99.0,2021/2022,30,2022,18,0.833101635706702
2022-05-14,39,Ohio,11785935,79.0,2021/2022,31,2022,19,0.664798274957874
2022-05-21,39,Ohio,11785935,66.0,2021/2022,32,2022,20,0.555401090471135
2021-10-09,40,Oklahoma,4053824,14.0,2021/2022,0,2021,40,0.341847534534537
2021-10-16,40,Oklahoma,4053824,14.0,2021/2022,1,2021,41,0.341847534534537
2021-10-23,40,Oklahoma,4053824,10.0,2021/2022,2,2021,42,0.244176810381812
2021-10-30,40,Oklahoma,4053824,6.0,2021/2022,3,2021,43,0.146506086229087
2021-11-06,40,Oklahoma,4053824,8.0,2021/2022,4,2021,44,0.19534144830545
2021-11-13,40,Oklahoma,4053824,10.0,2021/2022,5,2021,45,0.244176810381812
2021-11-20,40,Oklahoma,4053824,10.0,2021/2022,6,2021,46,0.244176810381812
2021-11-27,40,Oklahoma,4053824,15.0,2021/2022,7,2021,47,0.366265215572718
2021-12-04,40,Oklahoma,4053824,19.0,2021/2022,8,2021,48,0.463935939725443
2021-12-11,40,Oklahoma,4053824,32.0,2021/2022,9,2021,49,0.781365793221798
2021-12-18,40,Oklahoma,4053824,30.0,2021/2022,10,2021,50,0.732530431145436
2021-12-25,40,Oklahoma,4053824,69.0,2021/2022,11,2021,51,1.6848199916345
2022-01-01,40,Oklahoma,4053824,147.0,2021/2022,12,2021,52,3.58939911261264
2022-01-08,40,Oklahoma,4053824,122.0,2021/2022,13,2022,1,2.97895708665811
2022-01-15,40,Oklahoma,4053824,102.0,2021/2022,14,2022,2,2.49060346589448
2022-01-22,40,Oklahoma,4053824,34.0,2021/2022,15,2022,3,0.830201155298161
2022-01-29,40,Oklahoma,4053824,39.0,2021/2022,16,2022,4,0.952289560489067
2022-02-05,40,Oklahoma,4053824,49.0,2021/2022,17,2022,5,1.19646637087088
2022-02-12,40,Oklahoma,4053824,68.0,2021/2022,18,2022,6,1.66040231059632
2022-02-19,40,Oklahoma,4053824,74.0,2021/2022,19,2022,7,1.80690839682541
2022-02-26,40,Oklahoma,4053824,75.0,2021/2022,20,2022,8,1.83132607786359
2022-03-05,40,Oklahoma,4053824,82.0,2021/2022,21,2022,9,2.00224984513086
2022-03-12,40,Oklahoma,4053824,116.0,2021/2022,22,2022,10,2.83245100042902
2022-03-19,40,Oklahoma,4053824,161.0,2021/2022,23,2022,11,3.93124664714717
2022-03-26,40,Oklahoma,4053824,156.0,2021/2022,24,2022,12,3.80915824195627
2022-04-02,40,Oklahoma,4053824,165.0,2021/2022,25,2022,13,4.0289173712999
2022-04-09,40,Oklahoma,4053824,118.0,2021/2022,26,2022,14,2.88128636250538
2022-04-16,40,Oklahoma,4053824,100.0,2021/2022,27,2022,15,2.44176810381812
2022-04-23,40,Oklahoma,4053824,76.0,2021/2022,28,2022,16,1.85574375890177
2022-04-30,40,Oklahoma,4053824,45.0,2021/2022,29,2022,17,1.09879564671815
2022-05-07,40,Oklahoma,4053824,34.0,2021/2022,30,2022,18,0.830201155298161
2022-05-14,40,Oklahoma,4053824,47.0,2021/2022,31,2022,19,1.14763100879452
2022-05-21,40,Oklahoma,4053824,29.0,2021/2022,32,2022,20,0.708112750107255
2021-10-09,41,Oregon,4233358,4.0,2021/2022,0,2021,40,0.0936248279936363
2021-10-16,41,Oregon,4233358,1.0,2021/2022,1,2021,41,0.0234062069984091
2021-10-23,41,Oregon,4233358,1.0,2021/2022,2,2021,42,0.0234062069984091
2021-10-30,41,Oregon,4233358,0.0,2021/2022,3,2021,43,0.0
2021-11-06,41,Oregon,4233358,0.0,2021/2022,4,2021,44,0.0
2021-11-13,41,Oregon,4233358,0.0,2021/2022,5,2021,45,0.0
2021-11-20,41,Oregon,4233358,1.0,2021/2022,6,2021,46,0.0234062069984091
2021-11-27,41,Oregon,4233358,6.0,2021/2022,7,2021,47,0.140437241990454
2021-12-04,41,Oregon,4233358,4.0,2021/2022,8,2021,48,0.0936248279936363
2021-12-11,41,Oregon,4233358,5.0,2021/2022,9,2021,49,0.117031034992045
2021-12-18,41,Oregon,4233358,7.0,2021/2022,10,2021,50,0.163843448988864
2021-12-25,41,Oregon,4233358,4.0,2021/2022,11,2021,51,0.0936248279936363
2022-01-01,41,Oregon,4233358,6.0,2021/2022,12,2021,52,0.140437241990454
2022-01-08,41,Oregon,4233358,5.0,2021/2022,13,2022,1,0.117031034992045
2022-01-15,41,Oregon,4233358,4.0,2021/2022,14,2022,2,0.0936248279936363
2022-01-22,41,Oregon,4233358,4.0,2021/2022,15,2022,3,0.0936248279936363
2022-01-29,41,Oregon,4233358,5.0,2021/2022,16,2022,4,0.117031034992045
2022-02-05,41,Oregon,4233358,1.0,2021/2022,17,2022,5,0.0234062069984091
2022-02-12,41,Oregon,4233358,2.0,2021/2022,18,2022,6,0.0468124139968182
2022-02-19,41,Oregon,4233358,5.0,2021/2022,19,2022,7,0.117031034992045
2022-02-26,41,Oregon,4233358,4.0,2021/2022,20,2022,8,0.0936248279936363
2022-03-05,41,Oregon,4233358,2.0,2021/2022,21,2022,9,0.0468124139968182
2022-03-12,41,Oregon,4233358,7.0,2021/2022,22,2022,10,0.163843448988864
2022-03-19,41,Oregon,4233358,18.0,2021/2022,23,2022,11,0.421311725971363
2022-03-26,41,Oregon,4233358,24.0,2021/2022,24,2022,12,0.561748967961818
2022-04-02,41,Oregon,4233358,10.0,2021/2022,25,2022,13,0.234062069984091
2022-04-09,41,Oregon,4233358,14.0,2021/2022,26,2022,14,0.327686897977727
2022-04-16,41,Oregon,4233358,14.0,2021/2022,27,2022,15,0.327686897977727
2022-04-23,41,Oregon,4233358,27.0,2021/2022,28,2022,16,0.631967588957045
2022-04-30,41,Oregon,4233358,23.0,2021/2022,29,2022,17,0.538342760963409
2022-05-07,41,Oregon,4233358,27.0,2021/2022,30,2022,18,0.631967588957045
2022-05-14,41,Oregon,4233358,26.0,2021/2022,31,2022,19,0.608561381958636
2022-05-21,41,Oregon,4233358,36.0,2021/2022,32,2022,20,0.842623451942727
2021-10-09,42,Pennsylvania,12961683,18.0,2021/2022,0,2021,40,0.137627820882896
2021-10-16,42,Pennsylvania,12961683,21.0,2021/2022,1,2021,41,0.160565791030046
2021-10-23,42,Pennsylvania,12961683,22.0,2021/2022,2,2021,42,0.168211781079095
2021-10-30,42,Pennsylvania,12961683,18.0,2021/2022,3,2021,43,0.137627820882896
2021-11-06,42,Pennsylvania,12961683,14.0,2021/2022,4,2021,44,0.107043860686697
2021-11-13,42,Pennsylvania,12961683,15.0,2021/2022,5,2021,45,0.114689850735747
2021-11-20,42,Pennsylvania,12961683,24.0,2021/2022,6,2021,46,0.183503761177195
2021-11-27,42,Pennsylvania,12961683,22.0,2021/2022,7,2021,47,0.168211781079095
2021-12-04,42,Pennsylvania,12961683,54.0,2021/2022,8,2021,48,0.412883462648689
2021-12-11,42,Pennsylvania,12961683,77.0,2021/2022,9,2021,49,0.588741233776834
2021-12-18,42,Pennsylvania,12961683,79.0,2021/2022,10,2021,50,0.604033213874933
2021-12-25,42,Pennsylvania,12961683,86.0,2021/2022,11,2021,51,0.657555144218282
2022-01-01,42,Pennsylvania,12961683,112.0,2021/2022,12,2021,52,0.856350885493577
2022-01-08,42,Pennsylvania,12961683,88.0,2021/2022,13,2022,1,0.672847124316382
2022-01-15,42,Pennsylvania,12961683,59.0,2021/2022,14,2022,2,0.451113412893938
2022-01-22,42,Pennsylvania,12961683,39.0,2021/2022,15,2022,3,0.298193611912942
2022-01-29,42,Pennsylvania,12961683,30.0,2021/2022,16,2022,4,0.229379701471494
2022-02-05,42,Pennsylvania,12961683,35.0,2021/2022,17,2022,5,0.267609651716743
2022-02-12,42,Pennsylvania,12961683,50.0,2021/2022,18,2022,6,0.38229950245249
2022-02-19,42,Pennsylvania,12961683,88.0,2021/2022,19,2022,7,0.672847124316382
2022-02-26,42,Pennsylvania,12961683,77.0,2021/2022,20,2022,8,0.588741233776834
2022-03-05,42,Pennsylvania,12961683,68.0,2021/2022,21,2022,9,0.519927323335386
2022-03-12,42,Pennsylvania,12961683,79.0,2021/2022,22,2022,10,0.604033213874933
2022-03-19,42,Pennsylvania,12961683,101.0,2021/2022,23,2022,11,0.772244994954029
2022-03-26,42,Pennsylvania,12961683,109.0,2021/2022,24,2022,12,0.833412915346427
2022-04-02,42,Pennsylvania,12961683,140.0,2021/2022,25,2022,13,1.07043860686697
2022-04-09,42,Pennsylvania,12961683,183.0,2021/2022,26,2022,14,1.39921617897611
2022-04-16,42,Pennsylvania,12961683,189.0,2021/2022,27,2022,15,1.44509211927041
2022-04-23,42,Pennsylvania,12961683,200.0,2021/2022,28,2022,16,1.52919800980996
2022-04-30,42,Pennsylvania,12961683,160.0,2021/2022,29,2022,17,1.22335840784797
2022-05-07,42,Pennsylvania,12961683,149.0,2021/2022,30,2022,18,1.13925251730842
2022-05-14,42,Pennsylvania,12961683,179.0,2021/2022,31,2022,19,1.36863221877991
2022-05-21,42,Pennsylvania,12961683,158.0,2021/2022,32,2022,20,1.20806642774987
2021-10-09,44,Rhode Island,1095962,0.0,2021/2022,0,2021,40,0.0
2021-10-16,44,Rhode Island,1095962,1.0,2021/2022,1,2021,41,0.0899031563200121
2021-10-23,44,Rhode Island,1095962,0.0,2021/2022,2,2021,42,0.0
2021-10-30,44,Rhode Island,1095962,1.0,2021/2022,3,2021,43,0.0899031563200121
2021-11-06,44,Rhode Island,1095962,1.0,2021/2022,4,2021,44,0.0899031563200121
2021-11-13,44,Rhode Island,1095962,0.0,2021/2022,5,2021,45,0.0
2021-11-20,44,Rhode Island,1095962,0.0,2021/2022,6,2021,46,0.0
2021-11-27,44,Rhode Island,1095962,0.0,2021/2022,7,2021,47,0.0
2021-12-04,44,Rhode Island,1095962,3.0,2021/2022,8,2021,48,0.269709468960036
2021-12-11,44,Rhode Island,1095962,1.0,2021/2022,9,2021,49,0.0899031563200121
2021-12-18,44,Rhode Island,1095962,3.0,2021/2022,10,2021,50,0.269709468960036
2021-12-25,44,Rhode Island,1095962,4.0,2021/2022,11,2021,51,0.359612625280048
2022-01-01,44,Rhode Island,1095962,3.0,2021/2022,12,2021,52,0.269709468960036
2022-01-08,44,Rhode Island,1095962,2.0,2021/2022,13,2022,1,0.179806312640024
2022-01-15,44,Rhode Island,1095962,1.0,2021/2022,14,2022,2,0.0899031563200121
2022-01-22,44,Rhode Island,1095962,1.0,2021/2022,15,2022,3,0.0899031563200121
2022-01-29,44,Rhode Island,1095962,2.0,2021/2022,16,2022,4,0.179806312640024
2022-02-05,44,Rhode Island,1095962,0.0,2021/2022,17,2022,5,0.0
2022-02-12,44,Rhode Island,1095962,0.0,2021/2022,18,2022,6,0.0
2022-02-19,44,Rhode Island,1095962,1.0,2021/2022,19,2022,7,0.0899031563200121
2022-02-26,44,Rhode Island,1095962,0.0,2021/2022,20,2022,8,0.0
2022-03-05,44,Rhode Island,1095962,2.0,2021/2022,21,2022,9,0.179806312640024
2022-03-12,44,Rhode Island,1095962,0.0,2021/2022,22,2022,10,0.0
2022-03-19,44,Rhode Island,1095962,1.0,2021/2022,23,2022,11,0.0899031563200121
2022-03-26,44,Rhode Island,1095962,1.0,2021/2022,24,2022,12,0.0899031563200121
2022-04-02,44,Rhode Island,1095962,3.0,2021/2022,25,2022,13,0.269709468960036
2022-04-09,44,Rhode Island,1095962,5.0,2021/2022,26,2022,14,0.44951578160006
2022-04-16,44,Rhode Island,1095962,9.0,2021/2022,27,2022,15,0.809128406880109
2022-04-23,44,Rhode Island,1095962,10.0,2021/2022,28,2022,16,0.899031563200121
2022-04-30,44,Rhode Island,1095962,5.0,2021/2022,29,2022,17,0.44951578160006
2022-05-07,44,Rhode Island,1095962,6.0,2021/2022,30,2022,18,0.539418937920072
2022-05-14,44,Rhode Island,1095962,8.0,2021/2022,31,2022,19,0.719225250560097
2022-05-21,44,Rhode Island,1095962,6.0,2021/2022,32,2022,20,0.539418937920072
2021-10-09,45,South Carolina,5373555,2.0,2021/2022,0,2021,40,0.0365041374702012
2021-10-16,45,South Carolina,5373555,3.0,2021/2022,1,2021,41,0.0547562062053018
2021-10-23,45,South Carolina,5373555,2.0,2021/2022,2,2021,42,0.0365041374702012
2021-10-30,45,South Carolina,5373555,5.0,2021/2022,3,2021,43,0.091260343675503
2021-11-06,45,South Carolina,5373555,10.0,2021/2022,4,2021,44,0.182520687351006
2021-11-13,45,South Carolina,5373555,9.0,2021/2022,5,2021,45,0.164268618615905
2021-11-20,45,South Carolina,5373555,4.0,2021/2022,6,2021,46,0.0730082749404024
2021-11-27,45,South Carolina,5373555,2.0,2021/2022,7,2021,47,0.0365041374702012
2021-12-04,45,South Carolina,5373555,10.0,2021/2022,8,2021,48,0.182520687351006
2021-12-11,45,South Carolina,5373555,10.0,2021/2022,9,2021,49,0.182520687351006
2021-12-18,45,South Carolina,5373555,12.0,2021/2022,10,2021,50,0.219024824821207
2021-12-25,45,South Carolina,5373555,25.0,2021/2022,11,2021,51,0.456301718377515
2022-01-01,45,South Carolina,5373555,43.0,2021/2022,12,2021,52,0.784838955609326
2022-01-08,45,South Carolina,5373555,16.0,2021/2022,13,2022,1,0.29203309976161
2022-01-15,45,South Carolina,5373555,9.0,2021/2022,14,2022,2,0.164268618615905
2022-01-22,45,South Carolina,5373555,4.0,2021/2022,15,2022,3,0.0730082749404024
2022-01-29,45,South Carolina,5373555,5.0,2021/2022,16,2022,4,0.091260343675503
2022-02-05,45,South Carolina,5373555,9.0,2021/2022,17,2022,5,0.164268618615905
2022-02-12,45,South Carolina,5373555,11.0,2021/2022,18,2022,6,0.200772756086107
2022-02-19,45,South Carolina,5373555,17.0,2021/2022,19,2022,7,0.31028516849671
2022-02-26,45,South Carolina,5373555,13.0,2021/2022,20,2022,8,0.237276893556308
2022-03-05,45,South Carolina,5373555,16.0,2021/2022,21,2022,9,0.29203309976161
2022-03-12,45,South Carolina,5373555,14.0,2021/2022,22,2022,10,0.255528962291409
2022-03-19,45,South Carolina,5373555,14.0,2021/2022,23,2022,11,0.255528962291409
2022-03-26,45,South Carolina,5373555,7.0,2021/2022,24,2022,12,0.127764481145704
2022-04-02,45,South Carolina,5373555,15.0,2021/2022,25,2022,13,0.273781031026509
2022-04-09,45,South Carolina,5373555,18.0,2021/2022,26,2022,14,0.328537237231811
2022-04-16,45,South Carolina,5373555,31.0,2021/2022,27,2022,15,0.565814130788119
2022-04-23,45,South Carolina,5373555,32.0,2021/2022,28,2022,16,0.584066199523219
2022-04-30,45,South Carolina,5373555,29.0,2021/2022,29,2022,17,0.529309993317918
2022-05-07,45,South Carolina,5373555,20.0,2021/2022,30,2022,18,0.365041374702012
2022-05-14,45,South Carolina,5373555,27.0,2021/2022,31,2022,19,0.492805855847716
2022-05-21,45,South Carolina,5373555,37.0,2021/2022,32,2022,20,0.675326543198723
2021-10-09,46,South Dakota,919318,1.0,2021/2022,0,2021,40,0.10814680712774
2021-10-16,46,South Dakota,919318,0.0,2021/2022,1,2021,41,0.0
2021-10-23,46,South Dakota,919318,2.0,2021/2022,2,2021,42,0.21629361425548
2021-10-30,46,South Dakota,919318,0.0,2021/2022,3,2021,43,0.0
2021-11-06,46,South Dakota,919318,0.0,2021/2022,4,2021,44,0.0
2021-11-13,46,South Dakota,919318,0.0,2021/2022,5,2021,45,0.0
2021-11-20,46,South Dakota,919318,2.0,2021/2022,6,2021,46,0.21629361425548
2021-11-27,46,South Dakota,919318,2.0,2021/2022,7,2021,47,0.21629361425548
2021-12-04,46,South Dakota,919318,5.0,2021/2022,8,2021,48,0.540734035638699
2021-12-11,46,South Dakota,919318,6.0,2021/2022,9,2021,49,0.648880842766439
2021-12-18,46,South Dakota,919318,4.0,2021/2022,10,2021,50,0.432587228510959
2021-12-25,46,South Dakota,919318,20.0,2021/2022,11,2021,51,2.1629361425548
2022-01-01,46,South Dakota,919318,31.0,2021/2022,12,2021,52,3.35255102095993
2022-01-08,46,South Dakota,919318,22.0,2021/2022,13,2022,1,2.37922975681027
