date,location,location_name,population,value,season,season_week,epiyear,epiweek,weekly_rate
2022-01-15,46,South Dakota,919318,26.0,2021/2022,14,2022,2,2.81181698532123
2022-01-22,46,South Dakota,919318,17.0,2021/2022,15,2022,3,1.83849572117158
2022-01-29,46,South Dakota,919318,8.0,2021/2022,16,2022,4,0.865174457021918
2022-02-05,46,South Dakota,919318,9.0,2021/2022,17,2022,5,0.973321264149658
2022-02-12,46,South Dakota,919318,18.0,2021/2022,18,2022,6,1.94664252829932
2022-02-19,46,South Dakota,919318,13.0,2021/2022,19,2022,7,1.40590849266062
2022-02-26,46,South Dakota,919318,12.0,2021/2022,20,2022,8,1.29776168553288
2022-03-05,46,South Dakota,919318,30.0,2021/2022,21,2022,9,3.24440421383219
2022-03-12,46,South Dakota,919318,13.0,2021/2022,22,2022,10,1.40590849266062
2022-03-19,46,South Dakota,919318,12.0,2021/2022,23,2022,11,1.29776168553288
2022-03-26,46,South Dakota,919318,5.0,2021/2022,24,2022,12,0.540734035638699
2022-04-02,46,South Dakota,919318,5.0,2021/2022,25,2022,13,0.540734035638699
2022-04-09,46,South Dakota,919318,11.0,2021/2022,26,2022,14,1.18961487840514
2022-04-16,46,South Dakota,919318,4.0,2021/2022,27,2022,15,0.432587228510959
2022-04-23,46,South Dakota,919318,3.0,2021/2022,28,2022,16,0.324440421383219
2022-04-30,46,South Dakota,919318,8.0,2021/2022,29,2022,17,0.865174457021918
2022-05-07,46,South Dakota,919318,3.0,2021/2022,30,2022,18,0.324440421383219
2022-05-14,46,South Dakota,919318,19.0,2021/2022,31,2022,19,2.05478933542706
2022-05-21,46,South Dakota,919318,5.0,2021/2022,32,2022,20,0.540734035638699
2021-10-09,47,Tennessee,7126489,17.0,2021/2022,0,2021,40,0.235204593407354
2021-10-16,47,Tennessee,7126489,3.0,2021/2022,1,2021,41,0.0415066929542389
2021-10-23,47,Tennessee,7126489,5.0,2021/2022,2,2021,42,0.0691778215903981
2021-10-30,47,Tennessee,7126489,7.0,2021/2022,3,2021,43,0.0968489502265574
2021-11-06,47,Tennessee,7126489,7.0,2021/2022,4,2021,44,0.0968489502265574
2021-11-13,47,Tennessee,7126489,8.0,2021/2022,5,2021,45,0.110684514544637
2021-11-20,47,Tennessee,7126489,7.0,2021/2022,6,2021,46,0.0968489502265574
2021-11-27,47,Tennessee,7126489,12.0,2021/2022,7,2021,47,0.166026771816955
2021-12-04,47,Tennessee,7126489,21.0,2021/2022,8,2021,48,0.290546850679672
2021-12-11,47,Tennessee,7126489,25.0,2021/2022,9,2021,49,0.345889107951991
2021-12-18,47,Tennessee,7126489,31.0,2021/2022,10,2021,50,0.428902493860468
2021-12-25,47,Tennessee,7126489,54.0,2021/2022,11,2021,51,0.7471204731763
2022-01-01,47,Tennessee,7126489,74.0,2021/2022,12,2021,52,1.02383175953789
2022-01-08,47,Tennessee,7126489,66.0,2021/2022,13,2022,1,0.913147244993255
2022-01-15,47,Tennessee,7126489,31.0,2021/2022,14,2022,2,0.428902493860468
2022-01-22,47,Tennessee,7126489,23.0,2021/2022,15,2022,3,0.318217979315831
2022-01-29,47,Tennessee,7126489,27.0,2021/2022,16,2022,4,0.37356023658815
2022-02-05,47,Tennessee,7126489,31.0,2021/2022,17,2022,5,0.428902493860468
2022-02-12,47,Tennessee,7126489,21.0,2021/2022,18,2022,6,0.290546850679672
2022-02-19,47,Tennessee,7126489,26.0,2021/2022,19,2022,7,0.35972467227007
2022-02-26,47,Tennessee,7126489,42.0,2021/2022,20,2022,8,0.581093701359344
2022-03-05,47,Tennessee,7126489,29.0,2021/2022,21,2022,9,0.401231365224309
2022-03-12,47,Tennessee,7126489,28.0,2021/2022,22,2022,10,0.387395800906229
2022-03-19,47,Tennessee,7126489,28.0,2021/2022,23,2022,11,0.387395800906229
2022-03-26,47,Tennessee,7126489,43.0,2021/2022,24,2022,12,0.594929265677424
2022-04-02,47,Tennessee,7126489,38.0,2021/2022,25,2022,13,0.525751444087026
2022-04-09,47,Tennessee,7126489,31.0,2021/2022,26,2022,14,0.428902493860468
2022-04-16,47,Tennessee,7126489,35.0,2021/2022,27,2022,15,0.484244751132787
2022-04-23,47,Tennessee,7126489,34.0,2021/2022,28,2022,16,0.470409186814707
2022-04-30,47,Tennessee,7126489,35.0,2021/2022,29,2022,17,0.484244751132787
2022-05-07,47,Tennessee,7126489,18.0,2021/2022,30,2022,18,0.249040157725433
2022-05-14,47,Tennessee,7126489,30.0,2021/2022,31,2022,19,0.415066929542389
2022-05-21,47,Tennessee,7126489,15.0,2021/2022,32,2022,20,0.207533464771194
2021-10-09,48,Texas,30503301,20.0,2021/2022,0,2021,40,0.0639164872291183
2021-10-16,48,Texas,30503301,13.0,2021/2022,1,2021,41,0.0415457166989269
2021-10-23,48,Texas,30503301,6.0,2021/2022,2,2021,42,0.0191749461687355
2021-10-30,48,Texas,30503301,15.0,2021/2022,3,2021,43,0.0479373654218387
2021-11-06,48,Texas,30503301,18.0,2021/2022,4,2021,44,0.0575248385062065
2021-11-13,48,Texas,30503301,20.0,2021/2022,5,2021,45,0.0639164872291183
2021-11-20,48,Texas,30503301,23.0,2021/2022,6,2021,46,0.0735039603134861
2021-11-27,48,Texas,30503301,18.0,2021/2022,7,2021,47,0.0575248385062065
2021-12-04,48,Texas,30503301,35.0,2021/2022,8,2021,48,0.111853852650957
2021-12-11,48,Texas,30503301,34.0,2021/2022,9,2021,49,0.108658028289501
2021-12-18,48,Texas,30503301,54.0,2021/2022,10,2021,50,0.172574515518619
2021-12-25,48,Texas,30503301,55.0,2021/2022,11,2021,51,0.175770339880075
2022-01-01,48,Texas,30503301,75.0,2021/2022,12,2021,52,0.239686827109194
2022-01-08,48,Texas,30503301,73.0,2021/2022,13,2022,1,0.233295178386282
2022-01-15,48,Texas,30503301,49.0,2021/2022,14,2022,2,0.15659539371134
2022-01-22,48,Texas,30503301,61.0,2021/2022,15,2022,3,0.194945286048811
2022-01-29,48,Texas,30503301,55.0,2021/2022,16,2022,4,0.175770339880075
2022-02-05,48,Texas,30503301,86.0,2021/2022,17,2022,5,0.274840895085209
2022-02-12,48,Texas,30503301,131.0,2021/2022,18,2022,6,0.418652991350725
2022-02-19,48,Texas,30503301,226.0,2021/2022,19,2022,7,0.722256305689037
2022-02-26,48,Texas,30503301,323.0,2021/2022,20,2022,8,1.03225126875026
2022-03-05,48,Texas,30503301,305.0,2021/2022,21,2022,9,0.974726430244055
2022-03-12,48,Texas,30503301,405.0,2021/2022,22,2022,10,1.29430886638965
2022-03-19,48,Texas,30503301,589.0,2021/2022,23,2022,11,1.88234054889753
2022-03-26,48,Texas,30503301,594.0,2021/2022,24,2022,12,1.89831967070481
2022-04-02,48,Texas,30503301,519.0,2021/2022,25,2022,13,1.65863284359562
2022-04-09,48,Texas,30503301,338.0,2021/2022,26,2022,14,1.0801886341721
2022-04-16,48,Texas,30503301,319.0,2021/2022,27,2022,15,1.01946797130444
2022-04-23,48,Texas,30503301,407.0,2021/2022,28,2022,16,1.30070051511256
2022-04-30,48,Texas,30503301,168.0,2021/2022,29,2022,17,0.536898492724594
2022-05-07,48,Texas,30503301,128.0,2021/2022,30,2022,18,0.409065518266357
2022-05-14,48,Texas,30503301,142.0,2021/2022,31,2022,19,0.45380705932674
2022-05-21,48,Texas,30503301,128.0,2021/2022,32,2022,20,0.409065518266357
2021-10-09,49,Utah,3417734,2.0,2021/2022,0,2021,40,0.0570839302171787
2021-10-16,49,Utah,3417734,0.0,2021/2022,1,2021,41,0.0
2021-10-23,49,Utah,3417734,1.0,2021/2022,2,2021,42,0.0285419651085893
2021-10-30,49,Utah,3417734,1.0,2021/2022,3,2021,43,0.0285419651085893
2021-11-06,49,Utah,3417734,0.0,2021/2022,4,2021,44,0.0
2021-11-13,49,Utah,3417734,0.0,2021/2022,5,2021,45,0.0
2021-11-20,49,Utah,3417734,0.0,2021/2022,6,2021,46,0.0
2021-11-27,49,Utah,3417734,0.0,2021/2022,7,2021,47,0.0
2021-12-04,49,Utah,3417734,4.0,2021/2022,8,2021,48,0.114167860434357
2021-12-11,49,Utah,3417734,0.0,2021/2022,9,2021,49,0.0
2021-12-18,49,Utah,3417734,1.0,2021/2022,10,2021,50,0.0285419651085893
2021-12-25,49,Utah,3417734,5.0,2021/2022,11,2021,51,0.142709825542947
2022-01-01,49,Utah,3417734,3.0,2021/2022,12,2021,52,0.085625895325768
2022-01-08,49,Utah,3417734,2.0,2021/2022,13,2022,1,0.0570839302171787
2022-01-15,49,Utah,3417734,1.0,2021/2022,14,2022,2,0.0285419651085893
2022-01-22,49,Utah,3417734,4.0,2021/2022,15,2022,3,0.114167860434357
2022-01-29,49,Utah,3417734,3.0,2021/2022,16,2022,4,0.085625895325768
2022-02-05,49,Utah,3417734,4.0,2021/2022,17,2022,5,0.114167860434357
2022-02-12,49,Utah,3417734,3.0,2021/2022,18,2022,6,0.085625895325768
2022-02-19,49,Utah,3417734,3.0,2021/2022,19,2022,7,0.085625895325768
2022-02-26,49,Utah,3417734,5.0,2021/2022,20,2022,8,0.142709825542947
2022-03-05,49,Utah,3417734,9.0,2021/2022,21,2022,9,0.256877685977304
2022-03-12,49,Utah,3417734,12.0,2021/2022,22,2022,10,0.342503581303072
2022-03-19,49,Utah,3417734,17.0,2021/2022,23,2022,11,0.485213406846019
2022-03-26,49,Utah,3417734,6.0,2021/2022,24,2022,12,0.171251790651536
2022-04-02,49,Utah,3417734,17.0,2021/2022,25,2022,13,0.485213406846019
2022-04-09,49,Utah,3417734,14.0,2021/2022,26,2022,14,0.399587511520251
2022-04-16,49,Utah,3417734,16.0,2021/2022,27,2022,15,0.456671441737429
2022-04-23,49,Utah,3417734,9.0,2021/2022,28,2022,16,0.256877685977304
2022-04-30,49,Utah,3417734,1.0,2021/2022,29,2022,17,0.0285419651085893
2022-05-07,49,Utah,3417734,12.0,2021/2022,30,2022,18,0.342503581303072
2022-05-14,49,Utah,3417734,10.0,2021/2022,31,2022,19,0.285419651085893
2022-05-21,49,Utah,3417734,7.0,2021/2022,32,2022,20,0.199793755760125
2021-10-09,50,Vermont,647464,0.0,2021/2022,0,2021,40,0.0
2021-10-16,50,Vermont,647464,0.0,2021/2022,1,2021,41,0.0
2021-10-23,50,Vermont,647464,0.0,2021/2022,2,2021,42,0.0
2021-10-30,50,Vermont,647464,0.0,2021/2022,3,2021,43,0.0
2021-11-06,50,Vermont,647464,0.0,2021/2022,4,2021,44,0.0
2021-11-13,50,Vermont,647464,0.0,2021/2022,5,2021,45,0.0
2021-11-20,50,Vermont,647464,0.0,2021/2022,6,2021,46,0.0
2021-11-27,50,Vermont,647464,0.0,2021/2022,7,2021,47,0.0
2021-12-04,50,Vermont,647464,1.0,2021/2022,8,2021,48,0.154203669122103
2021-12-11,50,Vermont,647464,0.0,2021/2022,9,2021,49,0.0
2021-12-18,50,Vermont,647464,0.0,2021/2022,10,2021,50,0.0
2021-12-25,50,Vermont,647464,0.0,2021/2022,11,2021,51,0.0
2022-01-01,50,Vermont,647464,1.0,2021/2022,12,2021,52,0.154203669122103
2022-01-08,50,Vermont,647464,0.0,2021/2022,13,2022,1,0.0
2022-01-15,50,Vermont,647464,1.0,2021/2022,14,2022,2,0.154203669122103
2022-01-22,50,Vermont,647464,0.0,2021/2022,15,2022,3,0.0
2022-01-29,50,Vermont,647464,0.0,2021/2022,16,2022,4,0.0
2022-02-05,50,Vermont,647464,0.0,2021/2022,17,2022,5,0.0
2022-02-12,50,Vermont,647464,0.0,2021/2022,18,2022,6,0.0
2022-02-19,50,Vermont,647464,0.0,2021/2022,19,2022,7,0.0
2022-02-26,50,Vermont,647464,1.0,2021/2022,20,2022,8,0.154203669122103
2022-03-05,50,Vermont,647464,0.0,2021/2022,21,2022,9,0.0
2022-03-12,50,Vermont,647464,0.0,2021/2022,22,2022,10,0.0
2022-03-19,50,Vermont,647464,0.0,2021/2022,23,2022,11,0.0
2022-03-26,50,Vermont,647464,8.0,2021/2022,24,2022,12,1.23362935297682
2022-04-02,50,Vermont,647464,9.0,2021/2022,25,2022,13,1.38783302209893
2022-04-09,50,Vermont,647464,14.0,2021/2022,26,2022,14,2.15885136770944
2022-04-16,50,Vermont,647464,12.0,2021/2022,27,2022,15,1.85044402946524
2022-04-23,50,Vermont,647464,12.0,2021/2022,28,2022,16,1.85044402946524
2022-04-30,50,Vermont,647464,6.0,2021/2022,29,2022,17,0.925222014732619
2022-05-07,50,Vermont,647464,7.0,2021/2022,30,2022,18,1.07942568385472
2022-05-14,50,Vermont,647464,3.0,2021/2022,31,2022,19,0.462611007366309
2022-05-21,50,Vermont,647464,0.0,2021/2022,32,2022,20,0.0
2021-10-09,51,Virginia,8715698,12.0,2021/2022,0,2021,40,0.136190380532947
2021-10-16,51,Virginia,8715698,9.0,2021/2022,1,2021,41,0.10214278539971
2021-10-23,51,Virginia,8715698,16.0,2021/2022,2,2021,42,0.181587174043929
2021-10-30,51,Virginia,8715698,10.0,2021/2022,3,2021,43,0.113491983777456
2021-11-06,51,Virginia,8715698,6.0,2021/2022,4,2021,44,0.0680951902664735
2021-11-13,51,Virginia,8715698,15.0,2021/2022,5,2021,45,0.170237975666184
2021-11-20,51,Virginia,8715698,14.0,2021/2022,6,2021,46,0.158888777288438
2021-11-27,51,Virginia,8715698,23.0,2021/2022,7,2021,47,0.261031562688148
2021-12-04,51,Virginia,8715698,33.0,2021/2022,8,2021,48,0.374523546465604
2021-12-11,51,Virginia,8715698,33.0,2021/2022,9,2021,49,0.374523546465604
2021-12-18,51,Virginia,8715698,35.0,2021/2022,10,2021,50,0.397221943221095
2021-12-25,51,Virginia,8715698,35.0,2021/2022,11,2021,51,0.397221943221095
2022-01-01,51,Virginia,8715698,50.0,2021/2022,12,2021,52,0.567459918887279
2022-01-08,51,Virginia,8715698,48.0,2021/2022,13,2022,1,0.544761522131788
2022-01-15,51,Virginia,8715698,37.0,2021/2022,14,2022,2,0.419920339976587
2022-01-22,51,Virginia,8715698,44.0,2021/2022,15,2022,3,0.499364728620806
2022-01-29,51,Virginia,8715698,40.0,2021/2022,16,2022,4,0.453967935109823
2022-02-05,51,Virginia,8715698,38.0,2021/2022,17,2022,5,0.431269538354332
2022-02-12,51,Virginia,8715698,34.0,2021/2022,18,2022,6,0.38587274484335
2022-02-19,51,Virginia,8715698,31.0,2021/2022,19,2022,7,0.351825149710113
2022-02-26,51,Virginia,8715698,27.0,2021/2022,20,2022,8,0.306428356199131
2022-03-05,51,Virginia,8715698,27.0,2021/2022,21,2022,9,0.306428356199131
2022-03-12,51,Virginia,8715698,18.0,2021/2022,22,2022,10,0.204285570799421
2022-03-19,51,Virginia,8715698,32.0,2021/2022,23,2022,11,0.363174348087859
2022-03-26,51,Virginia,8715698,35.0,2021/2022,24,2022,12,0.397221943221095
2022-04-02,51,Virginia,8715698,39.0,2021/2022,25,2022,13,0.442618736732078
2022-04-09,51,Virginia,8715698,35.0,2021/2022,26,2022,14,0.397221943221095
2022-04-16,51,Virginia,8715698,51.0,2021/2022,27,2022,15,0.578809117265025
2022-04-23,51,Virginia,8715698,42.0,2021/2022,28,2022,16,0.476666331865315
2022-04-30,51,Virginia,8715698,57.0,2021/2022,29,2022,17,0.646904307531498
2022-05-07,51,Virginia,8715698,44.0,2021/2022,30,2022,18,0.499364728620806
2022-05-14,51,Virginia,8715698,41.0,2021/2022,31,2022,19,0.465317133487569
2022-05-21,51,Virginia,8715698,35.0,2021/2022,32,2022,20,0.397221943221095
2021-10-09,53,Washington,7812880,0.0,2021/2022,0,2021,40,0.0
2021-10-16,53,Washington,7812880,0.0,2021/2022,1,2021,41,0.0
2021-10-23,53,Washington,7812880,0.0,2021/2022,2,2021,42,0.0
2021-10-30,53,Washington,7812880,3.0,2021/2022,3,2021,43,0.0376970613884079
2021-11-06,53,Washington,7812880,0.0,2021/2022,4,2021,44,0.0
2021-11-13,53,Washington,7812880,0.0,2021/2022,5,2021,45,0.0
2021-11-20,53,Washington,7812880,1.0,2021/2022,6,2021,46,0.0125656871294693
2021-11-27,53,Washington,7812880,0.0,2021/2022,7,2021,47,0.0
2021-12-04,53,Washington,7812880,1.0,2021/2022,8,2021,48,0.0125656871294693
2021-12-11,53,Washington,7812880,1.0,2021/2022,9,2021,49,0.0125656871294693
2021-12-18,53,Washington,7812880,0.0,2021/2022,10,2021,50,0.0
2021-12-25,53,Washington,7812880,5.0,2021/2022,11,2021,51,0.0628284356473465
2022-01-01,53,Washington,7812880,5.0,2021/2022,12,2021,52,0.0628284356473465
2022-01-08,53,Washington,7812880,0.0,2021/2022,13,2022,1,0.0
2022-01-15,53,Washington,7812880,6.0,2021/2022,14,2022,2,0.0753941227768158
2022-01-22,53,Washington,7812880,4.0,2021/2022,15,2022,3,0.0502627485178772
2022-01-29,53,Washington,7812880,2.0,2021/2022,16,2022,4,0.0251313742589386
2022-02-05,53,Washington,7812880,7.0,2021/2022,17,2022,5,0.0879598099062851
2022-02-12,53,Washington,7812880,8.0,2021/2022,18,2022,6,0.100525497035754
2022-02-19,53,Washington,7812880,6.0,2021/2022,19,2022,7,0.0753941227768158
2022-02-26,53,Washington,7812880,5.0,2021/2022,20,2022,8,0.0628284356473465
2022-03-05,53,Washington,7812880,13.0,2021/2022,21,2022,9,0.163353932683101
2022-03-12,53,Washington,7812880,12.0,2021/2022,22,2022,10,0.150788245553632
2022-03-19,53,Washington,7812880,21.0,2021/2022,23,2022,11,0.263879429718855
2022-03-26,53,Washington,7812880,24.0,2021/2022,24,2022,12,0.301576491107263
2022-04-02,53,Washington,7812880,20.0,2021/2022,25,2022,13,0.251313742589386
2022-04-09,53,Washington,7812880,24.0,2021/2022,26,2022,14,0.301576491107263
2022-04-16,53,Washington,7812880,32.0,2021/2022,27,2022,15,0.402101988143018
2022-04-23,53,Washington,7812880,34.0,2021/2022,28,2022,16,0.427233362401956
2022-04-30,53,Washington,7812880,42.0,2021/2022,29,2022,17,0.527758859437711
2022-05-07,53,Washington,7812880,60.0,2021/2022,30,2022,18,0.753941227768158
2022-05-14,53,Washington,7812880,57.0,2021/2022,31,2022,19,0.71624416637975
2022-05-21,53,Washington,7812880,60.0,2021/2022,32,2022,20,0.753941227768158
2021-10-09,54,West Virginia,1770071,2.0,2021/2022,0,2021,40,0.112995690909327
2021-10-16,54,West Virginia,1770071,0.0,2021/2022,1,2021,41,0.0
2021-10-23,54,West Virginia,1770071,2.0,2021/2022,2,2021,42,0.112995690909327
2021-10-30,54,West Virginia,1770071,0.0,2021/2022,3,2021,43,0.0
2021-11-06,54,West Virginia,1770071,0.0,2021/2022,4,2021,44,0.0
2021-11-13,54,West Virginia,1770071,3.0,2021/2022,5,2021,45,0.169493536363991
2021-11-20,54,West Virginia,1770071,0.0,2021/2022,6,2021,46,0.0
2021-11-27,54,West Virginia,1770071,2.0,2021/2022,7,2021,47,0.112995690909327
2021-12-04,54,West Virginia,1770071,4.0,2021/2022,8,2021,48,0.225991381818654
2021-12-11,54,West Virginia,1770071,28.0,2021/2022,9,2021,49,1.58193967273058
2021-12-18,54,West Virginia,1770071,4.0,2021/2022,10,2021,50,0.225991381818654
2021-12-25,54,West Virginia,1770071,17.0,2021/2022,11,2021,51,0.960463372729281
2022-01-01,54,West Virginia,1770071,17.0,2021/2022,12,2021,52,0.960463372729281
2022-01-08,54,West Virginia,1770071,12.0,2021/2022,13,2022,1,0.677974145455963
2022-01-15,54,West Virginia,1770071,4.0,2021/2022,14,2022,2,0.225991381818654
2022-01-22,54,West Virginia,1770071,7.0,2021/2022,15,2022,3,0.395484918182645
2022-01-29,54,West Virginia,1770071,2.0,2021/2022,16,2022,4,0.112995690909327
2022-02-05,54,West Virginia,1770071,7.0,2021/2022,17,2022,5,0.395484918182645
2022-02-12,54,West Virginia,1770071,2.0,2021/2022,18,2022,6,0.112995690909327
2022-02-19,54,West Virginia,1770071,4.0,2021/2022,19,2022,7,0.225991381818654
2022-02-26,54,West Virginia,1770071,8.0,2021/2022,20,2022,8,0.451982763637309
2022-03-05,54,West Virginia,1770071,21.0,2021/2022,21,2022,9,1.18645475454794
2022-03-12,54,West Virginia,1770071,21.0,2021/2022,22,2022,10,1.18645475454794
2022-03-19,54,West Virginia,1770071,43.0,2021/2022,23,2022,11,2.42940735455053
2022-03-26,54,West Virginia,1770071,19.0,2021/2022,24,2022,12,1.07345906363861
2022-04-02,54,West Virginia,1770071,37.0,2021/2022,25,2022,13,2.09042028182255
2022-04-09,54,West Virginia,1770071,36.0,2021/2022,26,2022,14,2.03392243636789
2022-04-16,54,West Virginia,1770071,43.0,2021/2022,27,2022,15,2.42940735455053
2022-04-23,54,West Virginia,1770071,39.0,2021/2022,28,2022,16,2.20341597273188
2022-04-30,54,West Virginia,1770071,35.0,2021/2022,29,2022,17,1.97742459091323
2022-05-07,54,West Virginia,1770071,18.0,2021/2022,30,2022,18,1.01696121818394
2022-05-14,54,West Virginia,1770071,16.0,2021/2022,31,2022,19,0.903965527274617
2022-05-21,54,West Virginia,1770071,12.0,2021/2022,32,2022,20,0.677974145455963
2021-10-09,55,Wisconsin,5910955,4.0,2021/2022,0,2021,40,0.0671031165203679
2021-10-16,55,Wisconsin,5910955,3.0,2021/2022,1,2021,41,0.0503273373902759
2021-10-23,55,Wisconsin,5910955,7.0,2021/2022,2,2021,42,0.117430453910644
2021-10-30,55,Wisconsin,5910955,5.0,2021/2022,3,2021,43,0.0838788956504599
2021-11-06,55,Wisconsin,5910955,1.0,2021/2022,4,2021,44,0.016775779130092
2021-11-13,55,Wisconsin,5910955,4.0,2021/2022,5,2021,45,0.0671031165203679
2021-11-20,55,Wisconsin,5910955,5.0,2021/2022,6,2021,46,0.0838788956504599
2021-11-27,55,Wisconsin,5910955,7.0,2021/2022,7,2021,47,0.117430453910644
2021-12-04,55,Wisconsin,5910955,18.0,2021/2022,8,2021,48,0.301964024341656
2021-12-11,55,Wisconsin,5910955,5.0,2021/2022,9,2021,49,0.0838788956504599
2021-12-18,55,Wisconsin,5910955,22.0,2021/2022,10,2021,50,0.369067140862023
2021-12-25,55,Wisconsin,5910955,39.0,2021/2022,11,2021,51,0.654255386073587
2022-01-01,55,Wisconsin,5910955,99.0,2021/2022,12,2021,52,1.66080213387911
2022-01-08,55,Wisconsin,5910955,55.0,2021/2022,13,2022,1,0.922667852155059
2022-01-15,55,Wisconsin,5910955,42.0,2021/2022,14,2022,2,0.704582723463863
2022-01-22,55,Wisconsin,5910955,22.0,2021/2022,15,2022,3,0.369067140862023
2022-01-29,55,Wisconsin,5910955,22.0,2021/2022,16,2022,4,0.369067140862023
2022-02-05,55,Wisconsin,5910955,30.0,2021/2022,17,2022,5,0.503273373902759
2022-02-12,55,Wisconsin,5910955,29.0,2021/2022,18,2022,6,0.486497594772667
2022-02-19,55,Wisconsin,5910955,25.0,2021/2022,19,2022,7,0.419394478252299
2022-02-26,55,Wisconsin,5910955,29.0,2021/2022,20,2022,8,0.486497594772667
2022-03-05,55,Wisconsin,5910955,61.0,2021/2022,21,2022,9,1.02332252693561
2022-03-12,55,Wisconsin,5910955,41.0,2021/2022,22,2022,10,0.687806944333771
2022-03-19,55,Wisconsin,5910955,53.0,2021/2022,23,2022,11,0.889116293894875
2022-03-26,55,Wisconsin,5910955,58.0,2021/2022,24,2022,12,0.972995189545334
2022-04-02,55,Wisconsin,5910955,57.0,2021/2022,25,2022,13,0.956219410415242
2022-04-09,55,Wisconsin,5910955,44.0,2021/2022,26,2022,14,0.738134281724047
2022-04-16,55,Wisconsin,5910955,66.0,2021/2022,27,2022,15,1.10720142258607
2022-04-23,55,Wisconsin,5910955,54.0,2021/2022,28,2022,16,0.905892073024967
2022-04-30,55,Wisconsin,5910955,64.0,2021/2022,29,2022,17,1.07364986432589
2022-05-07,55,Wisconsin,5910955,51.0,2021/2022,30,2022,18,0.855564735634691
2022-05-14,55,Wisconsin,5910955,36.0,2021/2022,31,2022,19,0.603928048683311
2022-05-21,55,Wisconsin,5910955,26.0,2021/2022,32,2022,20,0.436170257382391
2021-10-09,56,Wyoming,584057,0.0,2021/2022,0,2021,40,0.0
2021-10-16,56,Wyoming,584057,0.0,2021/2022,1,2021,41,0.0
2021-10-23,56,Wyoming,584057,0.0,2021/2022,2,2021,42,0.0
2021-10-30,56,Wyoming,584057,0.0,2021/2022,3,2021,43,0.0
2021-11-06,56,Wyoming,584057,0.0,2021/2022,4,2021,44,0.0
2021-11-13,56,Wyoming,584057,1.0,2021/2022,5,2021,45,0.170178585407527
2021-11-20,56,Wyoming,584057,4.0,2021/2022,6,2021,46,0.680714341630107
